slug,url,title,category,date_published,read_time,author,description,content
check-python-version,https://app.datacamp.com/learn/tutorials/check-python-version,"How to Check Python Version: Windows, macOS, and Linux",NEW,January 2026,6 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
chatgpt-for-excel,https://app.datacamp.com/learn/tutorials/chatgpt-for-excel,"How to Use ChatGPT for Excel: Tips, Tricks, and Best Practices",NEW,November 2024,11 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
text-analytics-beginners-nltk,https://app.datacamp.com/learn/tutorials/text-analytics-beginners-nltk,NLTK Sentiment Analysis Tutorial for Beginners,NEW,March 2023,13 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
graphql-vs-rest,https://app.datacamp.com/learn/tutorials/graphql-vs-rest,GraphQL vs. REST: A Complete Guide,NEW,August 2024,7 min,Marie Fayard,,"Last chance! 50% off DataCamp Premium
Sale ends in"
one-to-many,https://app.datacamp.com/learn/tutorials/one-to-many,One-to-Many Relationship in Databases: A Complete Guide,NEW,January 2026,8 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-wildcard-characters,https://app.datacamp.com/learn/tutorials/excel-wildcard-characters,Excel Wildcard Characters: A Guide with Examples,NEW,May 2025,9 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-insert-signature-in-excel,https://app.datacamp.com/learn/tutorials/how-to-insert-signature-in-excel,"How to Insert Signature in Excel: Image-Based, Hand-Drawn, and More",NEW,February 2026,13 min,Khalid Abdelaty,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-textjoin,https://app.datacamp.com/learn/tutorials/excel-textjoin,Excel TEXTJOIN(): Combine Text in Excel,NEW,June 2025,6 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-create-date-tables-in-power-bi-tutorial,https://app.datacamp.com/learn/tutorials/how-to-create-date-tables-in-power-bi-tutorial,How to Create Date Tables in Power BI Tutorial,NEW,December 2024,12 min,Kafaru Simileoluwa,,"Last chance! 50% off DataCamp Premium
Sale ends in"
copilot-in-word,https://app.datacamp.com/learn/tutorials/copilot-in-word,Copilot in Word: A Step-by-Step Tutorial with Real Examples,NEW,October 2025,10 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
breadth-first-search-in-python,https://app.datacamp.com/learn/tutorials/breadth-first-search-in-python,Breadth-First Search in Python: A Guide with Examples,NEW,October 2024,9 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-decode,https://app.datacamp.com/learn/tutorials/sql-decode,Understanding the SQL DECODE() Function,NEW,August 2024,11 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-change-date-format-in-excel,https://app.datacamp.com/learn/tutorials/how-to-change-date-format-in-excel,How to Change Date Format in Excel: What You Need to Know,NEW,July 2025,14 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
recursion-in-python,https://app.datacamp.com/learn/tutorials/recursion-in-python,"Recursion in Python: Concepts, Examples, and Tips",NEW,April 2025,9 min,Benito Martin,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-docker,https://app.datacamp.com/learn/tutorials/claude-code-docker,Claude Code Docker: Running AI Agents in Containers,NEW,March 2026,14 min,Benito Martin,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-hello-world-a-beginners-guide-to-programming,https://app.datacamp.com/learn/tutorials/python-hello-world-a-beginners-guide-to-programming,Python Hello World: A Beginner’s Guide to Programming,NEW,June 2024,3 min,Adel Nehme,,"Last chance! 50% off DataCamp Premium
Sale ends in"
error-propogation,https://app.datacamp.com/learn/tutorials/error-propogation,Error Propagation: How Uncertainty Spreads Through Calculations,NEW,November 2025,9 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-postgresql-python,https://app.datacamp.com/learn/tutorials/tutorial-postgresql-python,Managing PostgreSQL Databases in Python with psycopg2,NEW,March 2025,14 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
markdown-in-jupyter-notebook,https://app.datacamp.com/learn/tutorials/markdown-in-jupyter-notebook,Markdown in Jupyter Notebook Tutorial,NEW,August 2019,9 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-report-builder,https://app.datacamp.com/learn/tutorials/power-bi-report-builder,Power BI Report Builder: A Guide For Beginners,NEW,April 2025,7 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-on-delete-cascade,https://app.datacamp.com/learn/tutorials/sql-on-delete-cascade,SQL ON DELETE CASCADE: Automatically Remove Dependent Data,NEW,January 2026,9 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
kimi-claw-tutorial,https://app.datacamp.com/learn/tutorials/kimi-claw-tutorial,Kimi Claw Tutorial: A Guide With Practical Examples,NEW,February 2026,8 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
weibull-distribution,https://app.datacamp.com/learn/tutorials/weibull-distribution,Weibull Distribution: How to Model Time-to-Event Data,NEW,October 2025,12 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-query-examples-and-tutorial,https://app.datacamp.com/learn/tutorials/sql-query-examples-and-tutorial,SQL Query Examples and Tutorial,NEW,July 2022,15 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
clustered-column-chart-in-excel,https://app.datacamp.com/learn/tutorials/clustered-column-chart-in-excel,Clustered Column Charts in Excel: How to Create and Customize Them,NEW,August 2024,11 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pythagorean-theorem,https://app.datacamp.com/learn/tutorials/pythagorean-theorem,Pythagorean Theorem: Exploring Geometry's Fundamental Relation,NEW,November 2024,7 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-merge-tables,https://app.datacamp.com/learn/tutorials/power-bi-merge-tables,Power BI Merge Tables: A Complete Guide with Examples,NEW,June 2024,9 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
llama-3-1-rag,https://app.datacamp.com/learn/tutorials/llama-3-1-rag,"RAG With Llama 3.1 8B, Ollama, and Langchain: Tutorial",NEW,September 2024,12 min,Ryan Ong,,"Last chance! 50% off DataCamp Premium
Sale ends in"
exponents-in-python,https://app.datacamp.com/learn/tutorials/exponents-in-python,Exponents in Python: A Comprehensive Guide for Beginners,NEW,November 2024,9 min,Satyam Tripathi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-gradient-descent,https://app.datacamp.com/learn/tutorials/tutorial-gradient-descent,Gradient Descent in Machine Learning: A Deep Dive,NEW,September 2024,15 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-for-i-in-range,https://app.datacamp.com/learn/tutorials/python-for-i-in-range,A Beginner's Guide to Python for Loops: Mastering for i in range,NEW,January 2024,5 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-convert-a-list-to-a-string-in-python,https://app.datacamp.com/learn/tutorials/how-to-convert-a-list-to-a-string-in-python,How to Convert a List to a String in Python,NEW,April 2024,2024 min,Adel Nehme,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-remote-control,https://app.datacamp.com/learn/tutorials/claude-code-remote-control,Claude Code Remote Control: A Guide For Beginners,NEW,March 2026,15 min,Brian Mutea,,"Last chance! 50% off DataCamp Premium
Sale ends in"
convert-excel-to-csv,https://app.datacamp.com/learn/tutorials/convert-excel-to-csv,Convert Excel to CSV: Four Methods That Work,NEW,November 2025,12 min,Jachimma Christian,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-boxplots,https://app.datacamp.com/learn/tutorials/python-boxplots,Python Boxplots: A Comprehensive Guide for Beginners,NEW,July 2024,15 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
covariance,https://app.datacamp.com/learn/tutorials/covariance,Understanding Covariance: An Introductory Guide,NEW,June 2025,5 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
time-series-decomposition,https://app.datacamp.com/learn/tutorials/time-series-decomposition,"Time Series Decomposition: Understand Trends, Seasonality, and Noise",NEW,April 2025,8 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
euclidean-distance,https://app.datacamp.com/learn/tutorials/euclidean-distance,Understanding Euclidean Distance: From Theory to Practice,NEW,September 2024,8 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
decoding-marketing-mix-modeling-a-complete-guide,https://app.datacamp.com/learn/tutorials/decoding-marketing-mix-modeling-a-complete-guide,Decoding Marketing Mix Modeling: A Complete Guide,NEW,May 2024,9 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
chain-of-thought-prompting,https://app.datacamp.com/learn/tutorials/chain-of-thought-prompting,Chain-of-Thought Prompting: Step-by-Step Reasoning with LLMs,NEW,July 2024,13 min,Andrea Valenzuela,,"Last chance! 50% off DataCamp Premium
Sale ends in"
k-means-clustering-r,https://app.datacamp.com/learn/tutorials/k-means-clustering-r,K-Means Clustering in R Tutorial,NEW,March 2023,8 min,Eugenia Anello,,"Last chance! 50% off DataCamp Premium
Sale ends in"
variational-autoencoders,https://app.datacamp.com/learn/tutorials/variational-autoencoders,Variational Autoencoders: How They Work and Why They Matter,NEW,August 2024,14 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
installing-anaconda-windows,https://app.datacamp.com/learn/tutorials/installing-anaconda-windows,Installing Anaconda on Windows Tutorial,NEW,December 2019,5 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-dictionary-comprehension,https://app.datacamp.com/learn/tutorials/python-dictionary-comprehension,Python Dictionary Comprehension: Essentials You Need to Know,NEW,December 2024,14 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-deep-neural-networks,https://app.datacamp.com/learn/tutorials/introduction-to-deep-neural-networks,Introduction to Deep Neural Networks,NEW,July 2023,13 min,Bharath K,,"Last chance! 50% off DataCamp Premium
Sale ends in"
install-docker-debian,https://app.datacamp.com/learn/tutorials/install-docker-debian,Install Docker on Debian: A Complete Installation Guide,NEW,July 2025,15 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
synthetic-data-generation,https://app.datacamp.com/learn/tutorials/synthetic-data-generation,Synthetic Data Generation: A Hands-On Guide in Python,NEW,October 2024,13 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
mastering-combo-charts-in-excel,https://app.datacamp.com/learn/tutorials/mastering-combo-charts-in-excel,How to Create and Format a Combo Chart in Excel,NEW,June 2024,10 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
types-of-data-plots-and-how-to-create-them-in-python,https://app.datacamp.com/learn/tutorials/types-of-data-plots-and-how-to-create-them-in-python,Types of Data Plots and How to Create Them in Python,NEW,October 2023,15 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
gitflow,https://app.datacamp.com/learn/tutorials/gitflow,"GitFlow Tutorial: Branching for Features, Releases, and Hotfixes",NEW,April 2025,15 min,Patrick Brus,,"Last chance! 50% off DataCamp Premium
Sale ends in"
hessian-matrix,https://app.datacamp.com/learn/tutorials/hessian-matrix,Hessian Matrix: A Guide to Second-Order Derivatives in Optimization and Beyond,NEW,June 2025,8 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-commit-message,https://app.datacamp.com/learn/tutorials/git-commit-message,"Git Commit Message: The Rules, Examples, and Conventions",NEW,January 2026,14 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
agent-development-kit-adk,https://app.datacamp.com/learn/tutorials/agent-development-kit-adk,Google's Agent Development Kit (ADK): A Guide With Demo Project,NEW,April 2025,12 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-add-days-to-a-date-in-excel,https://app.datacamp.com/learn/tutorials/how-to-add-days-to-a-date-in-excel,How to Add Days to a Date in Excel: All Methods Explained,NEW,January 2026,12 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
logistic-regression-R,https://app.datacamp.com/learn/tutorials/logistic-regression-R,Logistic Regression in R Tutorial,NEW,March 2023,14 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-dependency-injection,https://app.datacamp.com/learn/tutorials/python-dependency-injection,Python Dependency Injection: Build Modular and Testable Code,NEW,May 2026,14 min,Adejumo Ridwan Suleiman,,"Last chance! 50% off DataCamp Premium
Sale ends in"
hypothesis-testing,https://app.datacamp.com/learn/tutorials/hypothesis-testing,Hypothesis Testing Made Easy,NEW,August 2024,9 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-calculate-confidence-intervals-in-excel,https://app.datacamp.com/learn/tutorials/how-to-calculate-confidence-intervals-in-excel,How to Calculate Confidence Intervals in Excel,NEW,April 2024,8 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-machine-learning-pipelines-mlops-deployment,https://app.datacamp.com/learn/tutorials/tutorial-machine-learning-pipelines-mlops-deployment,"Machine Learning, Pipelines, Deployment and MLOps Tutorial",NEW,March 2022,15 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
central-tendency,https://app.datacamp.com/learn/tutorials/central-tendency,Measures of Central Tendency: A Comprehensive Overview,NEW,August 2025,11 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
ssh-keys,https://app.datacamp.com/learn/tutorials/ssh-keys,SSH Keys Explained: Guide to Fast and Secure Remote Access,NEW,April 2025,15 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
histogram-excel,https://app.datacamp.com/learn/tutorials/histogram-excel,How to Create a Histogram in Excel: A Step-by-Step Guide,NEW,March 2025,8 min,Jachimma Christian,,"Last chance! 50% off DataCamp Premium
Sale ends in"
multicollinearity,https://app.datacamp.com/learn/tutorials/multicollinearity,Multicollinearity in Regression: A Guide for Data Scientists,NEW,October 2024,9 min,Vikash Singh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-user-input,https://app.datacamp.com/learn/tutorials/python-user-input,"Python User Input: Handling, Validation, and Best Practices",NEW,April 2025,13 min,Benito Martin,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-lasso-ridge-regression,https://app.datacamp.com/learn/tutorials/tutorial-lasso-ridge-regression,Lasso and Ridge Regression in Python Tutorial,NEW,March 2022,10 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
bellman-equation-reinforcement-learning,https://app.datacamp.com/learn/tutorials/bellman-equation-reinforcement-learning,Understanding the Bellman Equation in Reinforcement Learning,NEW,November 2024,2024 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pivot-table-conditional-formatting,https://app.datacamp.com/learn/tutorials/pivot-table-conditional-formatting,PivotTable Conditional Formatting: Two Good Methods,NEW,April 2025,7 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
clean-function-in-excel,https://app.datacamp.com/learn/tutorials/clean-function-in-excel,CLEAN() Function in Excel: The Best Way to Remove Non-Printable Characters,NEW,February 2025,4 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
semantic-layer-with-dbt,https://app.datacamp.com/learn/tutorials/semantic-layer-with-dbt,Implementing a Semantic Layer with dbt: A Hands-On Guide,NEW,January 2025,8 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
google-opal-tutorial,https://app.datacamp.com/learn/tutorials/google-opal-tutorial,Google Opal Tutorial: A Complete Beginner’s Guide to No-Code AI App Development,NEW,December 2025,15 min,Tim Lu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
github-copilot-cli-tutorial,https://app.datacamp.com/learn/tutorials/github-copilot-cli-tutorial,"GitHub Copilot CLI Tutorial: Features, Installation, and Use Cases",NEW,January 2026,12 min,Srujana Maddula,,"Last chance! 50% off DataCamp Premium
Sale ends in"
